customerid,customername,customerrating,totalrides,customerfeedback,location,frequentdropofflocation,age,gender
cust257,Riaan Desai,4.0,68,Maxime at fugiat sit.,South Mumbai,Versova,22,Female
cust258,Tara Apte,2.8,47,Quos repellat id consectetur velit.,Thane,Borivali,24,Female
cust259,Ryan Reddy,3.0,79,Odio aliquid recusandae voluptatum quae eos.,Colaba,Versova,60,Other
cust260,Ivan Dada,2.2,83,Dignissimos aut labore vitae quasi.,Colaba,Colaba,48,Female
cust261,Arhaan Borde,2.7,14,Possimus natus itaque cum.,Kurla,Versova,46,Male
cust262,Jivin Barad,4.6,42,Minus eveniet quas repellendus quidem magni.,Borivali,Dadar,22,Male
cust263,Ritvik Borah,2.1,82,Quisquam excepturi fugit alias nesciunt aliquid ducimus quasi.,Borivali,Thane,63,Female
cust264,Vedika Sagar,2.5,77,Non harum iusto vitae laboriosam.,Thane,Andheri,47,Other
cust265,Saksham Contractor,3.4,13,Itaque illo vitae dolor in fugiat.,Vashi,Versova,25,Other
cust266,Samiha Kannan,3.6,99,Culpa impedit quaerat blanditiis.,Thane,Versova,31,Female
cust267,Gatik Shan,2.8,30,Eligendi iste ullam dolorem.,Ghatkopar,Juhu,47,Female
cust268,Indrajit Dada,2.7,13,Et molestias atque cupiditate voluptates inventore.,Juhu,Ghatkopar,38,Other
cust269,Jayesh Ghosh,2.0,20,Necessitatibus accusantium rem aut placeat voluptates.,Malad,Sion,48,Male
cust270,Yakshit Sur,1.4,11,Inventore praesentium dolore quae dignissimos pariatur exercitationem ab.,South Mumbai,Ghatkopar,24,Other
cust271,Ritvik Shroff,4.0,17,Eaque dolorum numquam temporibus nemo.,Thane,Colaba,55,Other
cust272,Bhavin Kunda,3.2,86,Eius adipisci eius illum alias eius explicabo.,South Mumbai,Ghatkopar,40,Other
cust273,Abram Shanker,4.8,55,Deserunt voluptatem amet consequuntur iusto libero.,Kandivali,Sion,64,Male
cust274,Khushi Warrior,4.9,77,Optio officia itaque nemo voluptatem doloribus provident.,Andheri,Juhu,24,Other
cust275,Zain Bhasin,3.0,20,Odit illum non saepe.,Malad,Kurla,32,Male
cust276,Keya Bassi,2.4,72,Nesciunt dolor ipsum porro dolores nam iure.,Juhu,South Mumbai,35,Other
cust277,Raghav Ganesh,1.9,55,Vero sapiente nesciunt possimus.,Kandivali,Thane,57,Other
cust278,Seher Raman,3.7,72,Expedita dolorum corrupti quis praesentium.,Colaba,Borivali,60,Other
cust279,Kavya Tiwari,2.1,24,Voluptatum ex a quas omnis asperiores vitae perspiciatis.,Andheri,Versova,37,Female
cust280,Veer Brahmbhatt,2.4,24,Illo cupiditate impedit ad perspiciatis quam aliquam.,Kandivali,Dadar,54,Other
cust281,Sana Chandra,2.6,19,Dignissimos odit labore.,Versova,Malad,19,Male
cust282,Anahi Hegde,4.0,28,Fugit quas sequi maxime facilis a.,Ghatkopar,Ghatkopar,47,Female
cust283,Anya Hora,1.6,40,Nam modi blanditiis eveniet nihil harum.,Versova,Juhu,54,Other
cust284,Nayantara Magar,1.3,7,Explicabo voluptatibus facere architecto ratione.,Dadar,Dadar,57,Male
cust285,Samar Kamdar,3.7,35,Ipsa quae facere nulla deleniti dolorum quaerat.,Kurla,Malad,45,Female
cust286,Ryan Ahluwalia,3.4,54,Dolores praesentium repudiandae voluptas totam.,Andheri,Bandra,50,Male
cust287,Manjari Bhatt,2.4,15,Dicta exercitationem architecto dolorum sed veritatis cum.,Andheri,Malad,61,Other
cust288,Priyansh Yogi,2.9,86,Optio reiciendis hic assumenda.,Andheri,Colaba,32,Female
cust289,Yasmin Manda,4.9,8,Consectetur atque similique nam.,Colaba,Bandra,37,Male
cust290,Dhruv Baria,4.1,98,Neque culpa voluptates repellendus.,Andheri,Andheri,38,Male
cust291,Jivin Kar,1.0,96,Atque facilis totam assumenda.,Ghatkopar,Dadar,26,Female
cust292,Onkar Kannan,3.1,30,Omnis praesentium sed.,Thane,Thane,60,Female
cust293,Kaira Rajagopalan,1.3,95,Laborum blanditiis quia voluptatum perferendis.,Colaba,Ghatkopar,19,Female
cust294,Nirvi Sandal,4.7,41,Nostrum repellat ad veniam.,Borivali,Ghatkopar,54,Female
cust295,Nirvaan Luthra,3.8,54,Nam doloremque perferendis ea aperiam dicta porro.,Andheri,South Mumbai,43,Male
cust296,Tara Anand,4.9,22,Perspiciatis soluta deleniti recusandae occaecati dolorum.,Vashi,Borivali,47,Other
cust297,Piya Swamy,4.7,12,Hic pariatur repudiandae ipsum.,Ghatkopar,Kandivali,24,Male
cust298,Ishita Kadakia,2.7,52,Ad excepturi perferendis.,Thane,South Mumbai,43,Female
cust299,Indrajit Sabharwal,4.0,29,Occaecati beatae eaque nulla.,Juhu,Vashi,28,Male
cust300,Shayak Dave,3.0,15,Minima repellat distinctio quisquam.,Thane,Thane,30,Female
cust301,Amira Mani,2.4,83,Quidem magnam nisi exercitationem dolores expedita et.,Kandivali,Dadar,33,Male
cust302,Diya Rajagopal,1.6,26,Explicabo ipsam consectetur quos.,Dadar,Borivali,27,Other
cust303,Nehmat Walia,1.3,99,Quam autem reprehenderit libero.,Malad,Kurla,47,Other
cust304,Samarth Ramanathan,4.0,58,Architecto minima eius in velit impedit.,Malad,Sion,54,Other
cust305,Miraya Dhaliwal,3.5,80,Voluptatem dolor quibusdam omnis quas deserunt totam.,Juhu,Kandivali,58,Female
cust306,Renee Chandran,1.6,9,Officia incidunt accusantium aut.,Kurla,Kurla,58,Female
cust307,Seher Balay,4.2,76,Nesciunt facere ipsa laudantium ipsum minus optio.,Colaba,Juhu,50,Male
cust308,Divit Agrawal,2.2,58,Nulla atque modi reiciendis earum iste iusto.,Colaba,Colaba,41,Female
cust309,Jivin Cherian,1.3,12,Repellat inventore deserunt voluptatum quia laudantium atque.,Borivali,Borivali,50,Female
cust310,Shray Krishnamurthy,2.9,71,Magnam dicta rerum magnam ex voluptatum quidem.,Vashi,Versova,20,Female
cust311,Indrans Sankar,4.6,74,Soluta maiores distinctio velit dicta.,Malad,Bandra,38,Other
cust312,Ela Gala,2.9,20,Veritatis quis corporis aut.,Colaba,Kurla,24,Female
cust313,Rasha Singhal,4.9,11,Cum porro qui modi laborum adipisci cum.,Thane,Malad,29,Male
cust314,Zoya Borde,2.0,57,Eligendi cupiditate minima laudantium fuga quam qui.,Kurla,Thane,51,Other
cust315,Samarth Dora,1.6,48,Dicta perspiciatis distinctio dolores minima.,Sion,Andheri,42,Female
cust316,Lakshay Goda,4.1,87,Tempore omnis enim sint quaerat est ab.,Borivali,Colaba,58,Other
cust317,Urvi Goyal,2.3,43,Similique sit molestiae placeat facere perferendis adipisci.,South Mumbai,Thane,61,Female
cust318,Yakshit Banik,2.1,93,Iure esse quaerat a minus doloremque reiciendis.,Kandivali,Malad,56,Male
cust319,Onkar Rajagopalan,2.3,75,Illum voluptate eos magni et aspernatur.,Malad,Dadar,40,Female
cust320,Sumer Bhat,4.9,90,Possimus quo optio laboriosam enim qui.,Malad,Ghatkopar,26,Other
cust321,Madhup Luthra,3.8,11,Perferendis asperiores sequi consequuntur repellendus magni dicta.,Andheri,Thane,42,Other
cust322,Jivin Dhaliwal,4.2,17,Repudiandae laborum fugit.,Malad,Versova,65,Other
cust323,Saksham Rattan,4.6,12,Quo molestias dolor qui eveniet mollitia tenetur laudantium.,Malad,Malad,45,Other
cust324,Romil Konda,2.4,47,Sit esse placeat ipsam accusamus consequuntur atque quibusdam.,Andheri,Dadar,31,Female
cust325,Yuvaan Deol,4.8,63,Ipsa facilis laborum cum beatae.,Bandra,Bandra,26,Male
cust326,Mamooty Thaker,1.3,13,Veniam adipisci minus id tenetur.,Thane,Vashi,52,Other
cust327,Ivan Chakraborty,4.5,5,Laborum nostrum iusto officiis natus doloremque.,Malad,Juhu,57,Male
cust328,Manjari Sinha,3.4,20,Atque vel saepe temporibus.,Dadar,Dadar,62,Other
cust329,Yakshit Tata,4.2,22,Beatae tempore ab tempora animi tempora.,Versova,Kurla,20,Female
cust330,Kismat Batta,2.5,93,A unde quos maiores quam minus nam.,Bandra,Kurla,57,Female
cust331,Ranbir Kari,4.0,58,Natus praesentium eum eveniet.,Bandra,Thane,33,Female
cust332,Ojas Chanda,4.9,61,Non occaecati dolorum accusantium.,Sion,Kandivali,30,Female
cust333,Aarna Sama,3.7,74,Dolorem esse nisi laborum.,Kurla,Kurla,36,Female
cust334,Tanya Garg,3.0,54,Minus neque ullam ducimus illum accusantium eveniet.,Dadar,Kandivali,30,Other
cust335,Nitara Banik,1.6,33,Esse ullam iste repellat ipsum animi.,Colaba,Malad,48,Female
cust336,Jiya Dutt,3.2,14,Esse delectus a labore modi eum deserunt.,Versova,Kandivali,51,Male
cust337,Jayant Kamdar,2.1,98,Repellendus reprehenderit ut quaerat quas esse.,Dadar,Andheri,46,Other
cust338,Eva Jha,1.6,56,Enim facilis quasi ut provident rem libero.,South Mumbai,Sion,32,Female
cust339,Anahi Dhaliwal,4.5,4,Perspiciatis dignissimos reiciendis maxime accusamus eum.,Ghatkopar,Colaba,43,Other
cust340,Piya Shere,2.5,50,Nihil quibusdam maxime deleniti delectus reprehenderit earum.,South Mumbai,Juhu,32,Male
cust341,Rasha Comar,2.3,13,Reprehenderit laborum ipsam consectetur facilis.,Kandivali,Versova,59,Female
cust342,Tiya Bahri,4.2,18,Atque totam debitis debitis iste ad officia.,Colaba,Andheri,48,Other
cust343,Lagan Chaudhry,4.3,98,Sint iusto dolor veritatis nesciunt.,Versova,Kurla,46,Other
cust344,Anika Basak,1.0,11,Quod iusto consequatur animi saepe corporis eum.,Colaba,Andheri,31,Male
cust345,Taran Ghose,3.2,94,Aperiam illo rem numquam.,Borivali,Thane,45,Male
cust346,Kanav Dora,4.1,31,Magni expedita voluptatum at accusantium amet ipsam ullam.,Andheri,South Mumbai,21,Male
cust347,Shray Wason,2.7,80,Eligendi eum ea enim.,Kurla,South Mumbai,25,Female
cust348,Romil Tandon,3.4,3,Occaecati architecto et.,Malad,Thane,54,Male
cust349,Prerak Issac,3.9,38,Id quibusdam vel modi odio eius.,Ghatkopar,Colaba,57,Female
cust350,Sahil Atwal,2.0,54,Sunt voluptatum necessitatibus optio labore nostrum odio.,Dadar,Malad,60,Male
cust351,Ishaan Kurian,3.1,47,Ab dicta iste.,South Mumbai,Thane,52,Other
cust352,Urvi Shetty,4.1,65,Aperiam consequatur debitis doloribus soluta recusandae.,Thane,Colaba,42,Female
cust353,Baiju Date,1.2,50,Velit veniam illum facilis quos architecto.,Juhu,Andheri,65,Male
cust354,Lagan Badal,2.4,9,Voluptas fuga architecto beatae numquam.,Juhu,Bandra,64,Other
cust355,Vihaan Behl,3.5,99,Facere labore temporibus sapiente.,Borivali,Versova,39,Male
cust356,Priyansh Chawla,1.2,70,Fugit cupiditate perspiciatis nesciunt modi.,Juhu,Kandivali,59,Male
cust357,Pranay Chacko,4.3,88,Tempore commodi ducimus pariatur quis illo possimus.,Kurla,Versova,48,Other
cust358,Myra Apte,1.7,18,Quam molestias id aperiam perferendis exercitationem consequatur.,South Mumbai,Versova,47,Male
cust359,Yashvi Kala,2.2,6,Fuga ratione ex repudiandae architecto ducimus dicta voluptatum.,Vashi,Bandra,20,Female
cust360,Myra Bath,4.7,66,Autem sit neque eos iusto nesciunt culpa ut.,Ghatkopar,Kandivali,52,Female
cust361,Kartik Majumdar,2.0,97,Nihil quaerat vero quas atque.,Malad,Bandra,36,Female
cust362,Stuvan Barad,4.4,7,Accusamus voluptas alias.,Kandivali,Malad,39,Female
cust363,Seher Kant,1.5,48,Odio incidunt odio aperiam ratione earum voluptates.,Ghatkopar,Sion,43,Other
cust364,Mohanlal Balakrishnan,2.8,50,Magni officia quaerat fugit perferendis.,Juhu,Dadar,49,Other
cust365,Anahita Kashyap,3.0,67,Natus quis nobis explicabo.,Andheri,Vashi,23,Other
cust366,Jivika Karpe,2.7,56,Neque hic repellendus temporibus.,Borivali,Kandivali,29,Other
cust367,Aradhya Ramaswamy,2.2,14,Repellendus amet mollitia.,South Mumbai,Juhu,60,Female
cust368,Renee Kakar,2.2,78,Aperiam tempora ducimus dicta velit.,Versova,Ghatkopar,28,Other
cust369,Inaaya  Chana,2.8,58,Voluptate rem sunt laboriosam exercitationem id delectus.,Colaba,Versova,40,Other
cust370,Fateh Kurian,5.0,36,Delectus est aperiam incidunt fuga aut.,Malad,Vashi,21,Male
cust371,Tiya Soman,3.7,52,Eos ex fugit provident commodi.,Juhu,Thane,65,Other
cust372,Urvi Agrawal,1.6,4,Dolor quas voluptatem nisi unde.,Dadar,Kandivali,56,Other
cust373,Dishani Comar,4.1,5,Saepe ab eos corrupti id reprehenderit.,Dadar,South Mumbai,33,Other
cust374,Reyansh Gala,2.5,50,Numquam id velit quam dolores qui veniam.,Borivali,Colaba,56,Male
cust375,Akarsh Sood,3.7,48,Laborum illo quasi numquam non ullam temporibus.,Juhu,Kurla,22,Other
cust376,Jhanvi Kannan,1.6,47,Nulla iusto quidem nobis pariatur nihil quibusdam ipsa.,Ghatkopar,Juhu,59,Female
cust377,Parinaaz Virk,2.0,15,Dolorum dignissimos nulla modi exercitationem eos eos.,Colaba,Versova,29,Female
cust378,Zoya Zachariah,3.1,72,Nobis tempore libero veniam quasi hic.,South Mumbai,Andheri,34,Other
cust379,Armaan Suresh,2.8,79,Quam quam eveniet veritatis magni odio adipisci.,Andheri,Versova,49,Male
cust380,Umang Tailor,1.5,10,Molestias recusandae possimus odit temporibus exercitationem rem.,Kurla,Dadar,63,Female
cust381,Reyansh Verma,5.0,88,Deserunt explicabo molestiae ab quos vitae.,Kandivali,Juhu,60,Female
cust382,Mishti Sankar,3.8,71,Quas autem nam eaque maiores quam aliquid.,Thane,Andheri,37,Male
cust383,Kashvi Salvi,3.8,90,Commodi perferendis in eos.,Malad,Dadar,41,Other
cust384,Shlok Krishnan,1.9,26,Perferendis consequatur tempora nemo aspernatur unde repellendus.,Vashi,Dadar,33,Female
cust385,Dhanuk Jayaraman,1.1,71,Tempora quia facilis optio quaerat at impedit.,Borivali,Juhu,47,Other
cust386,Anya Issac,1.5,12,Magnam quia eius quae cumque.,South Mumbai,Andheri,43,Other
cust387,Trisha Raval,3.9,68,Quos quas odio.,Ghatkopar,Vashi,44,Other
cust388,Yashvi Thakur,1.3,41,Nihil in atque quis nemo nesciunt.,Malad,South Mumbai,46,Female
cust389,Jayant Deshmukh,3.7,45,At saepe tenetur molestiae.,Dadar,Sion,53,Other
cust390,Bhamini Desai,3.4,99,Atque necessitatibus totam quod vitae animi.,Dadar,Ghatkopar,50,Male
cust391,Riya Thakur,4.3,67,Ratione nulla ut dolorum dolorem.,Dadar,Andheri,28,Male
cust392,Vihaan Sarraf,2.3,91,Quasi voluptas architecto deleniti beatae.,Bandra,Juhu,51,Female
cust393,Yuvaan Vohra,4.4,33,Fugit nesciunt esse cupiditate ad.,Bandra,Malad,53,Female
cust394,Eva Buch,1.5,39,A expedita reprehenderit praesentium repudiandae excepturi.,Borivali,Thane,23,Other
cust395,Krish Bakshi,3.6,76,Magnam dolorem perspiciatis cumque tempore asperiores iure tempore.,Borivali,Dadar,28,Other
cust396,Yuvaan Sanghvi,3.5,78,Aliquid commodi sunt quibusdam laudantium voluptatibus.,Juhu,Kandivali,54,Male
cust397,Farhan Vohra,4.3,4,Saepe quo tenetur necessitatibus suscipit.,South Mumbai,Colaba,59,Other
cust398,Lakshay Srivastava,2.1,27,Expedita eius id ut nobis.,Vashi,Borivali,44,Other
cust399,Jiya Shan,3.6,64,Delectus iusto omnis dolorum quo.,Sion,Malad,52,Female
cust400,Abram Sant,3.6,39,Doloremque explicabo voluptates.,Kurla,Bandra,61,Female
cust401,Vidur Varghese,2.2,10,Minus nesciunt eveniet distinctio laborum dolorum necessitatibus.,Versova,Colaba,28,Female
cust402,Miraan Sethi,2.7,60,Sit ullam possimus.,Bandra,Juhu,56,Male
cust403,Advika Sama,2.3,92,Vitae tempore quos quia animi.,Juhu,Versova,40,Female
cust404,Anya Mahal,1.5,48,Iure error odit delectus quia.,Thane,Thane,24,Female
cust405,Himmat Chana,2.0,16,Veniam hic perspiciatis illo.,Andheri,Kurla,33,Male
cust406,Saira Sami,1.4,38,At neque assumenda fugiat.,Ghatkopar,Kandivali,57,Female
cust407,Shayak Hayre,2.0,21,Perspiciatis voluptatum possimus numquam impedit ducimus eveniet.,Kandivali,Juhu,54,Other
cust408,Madhup Gole,2.3,98,Impedit a amet iusto tempore illo.,Dadar,Kurla,50,Female
cust409,Gokul Deshpande,3.0,40,Atque officia illo pariatur.,Kurla,Colaba,23,Female
cust410,Kartik Shroff,3.0,31,Officiis fuga quaerat quos reiciendis quae voluptatem.,Bandra,Borivali,40,Male
cust411,Devansh Rattan,1.2,64,Eveniet minima enim repellendus libero dolore.,Borivali,Sion,59,Other
cust412,Aarav Chanda,2.9,69,Provident facere mollitia rerum autem.,Colaba,Kandivali,24,Female
cust413,Shanaya Swaminathan,1.5,34,Maxime est cum similique vero vitae non.,Versova,Juhu,43,Female
cust414,Urvi Lall,1.2,7,Dolor excepturi repellat voluptas exercitationem distinctio dolore.,Borivali,Thane,30,Female
cust415,Shayak Rastogi,3.2,10,Magnam ea accusantium veniam voluptatum deleniti tenetur.,Ghatkopar,Thane,46,Other
cust416,Piya Balakrishnan,2.1,80,Explicabo officiis eos tempore illo commodi optio.,Malad,Borivali,25,Male
cust417,Tiya Gopal,4.9,51,Porro adipisci ducimus.,Juhu,Vashi,39,Other
cust418,Shaan Gopal,4.8,97,Porro perferendis possimus accusantium.,Dadar,Bandra,56,Other
cust419,Alia Bava,2.6,6,Expedita a illo.,Colaba,Colaba,26,Other
cust420,Shray Karan,2.3,61,Eos molestiae possimus fuga provident.,Thane,Kurla,27,Other
cust421,Vritika Setty,4.6,18,Neque eveniet mollitia sapiente dolore.,Juhu,Sion,57,Female
cust422,Devansh Krishna,1.7,79,Maiores quis ullam illo fuga veritatis beatae.,Versova,Kandivali,37,Other
cust423,Prisha Shah,2.3,66,Tenetur porro nemo dicta.,Thane,Kurla,63,Other
cust424,Heer Sangha,2.2,3,Quod quos commodi eum mollitia sapiente.,Juhu,Juhu,61,Male
cust425,Vardaniya Deo,4.9,75,Minima ut et tempora inventore ullam architecto repellat.,Andheri,Vashi,64,Other
cust426,Sahil Sane,3.5,77,Id atque delectus quibusdam.,Kurla,Andheri,59,Other
cust427,Mahika Bhatia,3.3,93,Consectetur dolorum fuga nulla sequi velit provident.,Colaba,Borivali,48,Male
cust428,Samarth Chahal,3.1,93,Animi doloribus fugiat molestiae.,Borivali,Vashi,42,Male
cust429,Taran Magar,4.3,32,Eveniet laborum quibusdam quibusdam soluta.,Colaba,Borivali,62,Male
cust430,Jayan Batta,1.8,57,Labore consequatur velit.,Juhu,Ghatkopar,27,Female
cust431,Mahika Dâ€™Alia,3.8,53,Eligendi voluptatem repudiandae voluptas recusandae voluptatum possimus.,Thane,Vashi,57,Female
cust432,Arnav Suresh,4.5,95,Nemo aspernatur repellat inventore recusandae iusto cupiditate.,Versova,Colaba,63,Male
cust433,Samiha Arya,3.1,72,Impedit quia aut dolorum doloribus.,Juhu,Malad,48,Other
cust434,Mannat Krishnan,2.5,23,Ipsa doloremque beatae perspiciatis occaecati.,Kurla,Sion,52,Female
cust435,Aarna Roy,3.2,87,Ipsum harum quisquam distinctio soluta.,Vashi,Kandivali,64,Other
cust436,Emir Bhalla,3.6,89,Quae aut dicta.,Andheri,Borivali,48,Male
cust437,Kiara Jaggi,4.8,36,Occaecati quam ad nihil.,Thane,Andheri,32,Female
cust438,Darshit Raja,4.1,91,Officia nemo mollitia incidunt amet ipsam.,Bandra,Versova,63,Female
cust439,Mehul Korpal,2.3,45,Laboriosam commodi quod possimus.,Thane,Sion,64,Female
cust440,Mamooty Kala,2.2,74,Enim expedita sint ex.,Malad,Thane,42,Female
cust441,Yuvaan Choudhury,4.3,99,Ipsum sit fuga consequuntur dolores a ex.,Vashi,Dadar,36,Male
cust442,Jiya Tank,2.2,92,Optio esse velit optio.,South Mumbai,Juhu,46,Other
cust443,Rati Khare,2.0,62,Perspiciatis minima delectus enim.,Bandra,Bandra,52,Female
cust444,Miraan Swamy,4.7,90,Provident enim molestiae quasi ad dolore.,Andheri,Dadar,24,Other
cust445,Charvi Dugar,4.0,31,Nulla deserunt a quaerat debitis.,Bandra,Colaba,60,Other
cust446,Mohanlal Balan,1.9,30,Iusto tempore tenetur placeat voluptas placeat.,Colaba,South Mumbai,44,Female
cust447,Alisha Gopal,3.9,13,Laudantium ducimus quo officia laboriosam assumenda expedita.,Malad,Vashi,26,Male
cust448,Mohanlal Sarin,4.9,21,Porro deserunt dignissimos expedita.,Ghatkopar,Malad,48,Female
cust449,Emir Mannan,3.6,97,Illum dolores sapiente natus.,Andheri,Juhu,36,Other
cust450,Ishaan Bir,1.2,99,Perferendis dolorem maiores excepturi alias.,South Mumbai,Malad,54,Male
cust451,Reyansh Banerjee,3.1,93,Cumque ut accusantium quidem.,Kandivali,Sion,20,Male
cust452,Onkar Sengupta,2.7,23,Alias reprehenderit cumque.,Sion,Sion,20,Female
cust453,Darshit Walia,4.2,24,Id facere maxime ad totam qui alias.,Sion,Versova,36,Male
cust454,Advik Barad,1.0,73,Quas aspernatur commodi commodi unde.,Borivali,South Mumbai,39,Female
cust455,Biju Dave,2.8,83,Cumque modi veniam odit unde dolores dolore.,Thane,Thane,49,Male
cust456,Eva Kadakia,4.4,60,Officiis suscipit dignissimos amet quisquam.,Andheri,Bandra,25,Female
cust457,Saanvi Issac,1.6,59,Explicabo at eveniet amet aperiam odio.,Malad,Andheri,63,Male
cust458,Riaan Chandra,1.1,44,Id minus eum quas molestias unde repellat beatae.,Vashi,Andheri,54,Other
cust459,Samiha Barad,4.0,23,Reiciendis nostrum impedit officiis vero quae.,Borivali,Kandivali,58,Female
cust460,Tanya Kalla,4.3,66,Id cumque dolorum repellat.,Juhu,South Mumbai,43,Other
cust461,Tara Bhalla,1.4,18,Ex amet autem quia alias.,Kurla,Juhu,33,Male
cust462,Samarth Garg,2.0,31,Et architecto amet placeat magni similique rem consequuntur.,Kurla,Vashi,35,Female
cust463,Myra Wagle,2.2,93,Sed temporibus distinctio ea.,Borivali,Colaba,34,Other
cust464,Dhruv Agate,2.4,31,Voluptates quasi voluptates officia.,Colaba,Malad,25,Female
cust465,Hrishita Wason,2.2,52,Maiores inventore assumenda qui voluptatum enim ut sunt.,Malad,Thane,63,Female
cust466,Ojas Chaudhuri,3.8,82,Quam tempora totam voluptatum fugiat.,Sion,Andheri,41,Other
cust467,Taimur Kapadia,1.9,18,Eos veritatis ratione similique omnis quas facere ducimus.,Kurla,Dadar,47,Other
cust468,Vidur Kata,5.0,48,Alias dolore perferendis reprehenderit dignissimos veritatis magnam.,Ghatkopar,Versova,53,Female
cust469,Advika Chandra,4.0,86,Labore maxime iure dolores.,Kandivali,Bandra,33,Other
cust470,Jiya Gera,4.0,11,Ex doloremque illo sapiente earum accusamus.,Thane,Kurla,51,Other
cust471,Tanya Chana,2.4,73,Quasi architecto aperiam earum harum.,South Mumbai,Colaba,53,Other
cust472,Ritvik Wagle,1.8,69,Commodi laudantium iure iusto velit iusto officiis.,Dadar,Dadar,38,Other
cust473,Raunak Issac,2.8,88,Eius eaque consequatur saepe distinctio natus.,Bandra,Versova,55,Female
cust474,Ojas Dave,1.4,66,Voluptas pariatur distinctio itaque sint harum.,Kurla,Vashi,21,Female
